timestamp,page_name,email,settore,citta,oggetto,stato
2026-05-24 13:53:05,Studio dentistico Dentalp Milano,dentalp@libero.it,,Milano,Ho cercato dentisti a Milano — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Dentistico 24 Ore M. Gassem Farhangh,farhangh@libero.it,,Milano,Ho cercato dentisti 24 ore a Milano — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,ADC Studio Dentistico,adc-online@assistenzadentistica.it,,Milano,Ho cercato dentisti a Milano — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Dentista per Bambini e Adulti | Studio Dentis,dentistamilanorizzasrl@gmail.com,,Milano,Ho cercato dentisti a Milano — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Dentistico Milano Odonto Clinic,studiomilano.moc@gmail.com,,Milano,Ho cercato dentisti a Milano — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Impianti dentali Milano - Dr. Paolo Cusimano,infoexcellencedentalcenter@gmail.com,,Milano,Ho cercato dentisti a Milano — 15 clienti al mese scelgono un concorrente,inviata
2026-05-24 13:53:05,Studio Odontoiatrico Sorriso Italia - Dentist,sorrisoitalia@libero.it,,Milano,Ho cercato dentisti a Milano — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Dentista - Roma Centro - Dottor Ortuso Giusep,giuseppe.ortuso@alice.it,,Roma,Ho cercato dentisti a Roma — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Dentistico Di Piero | Roma Prati,dipierostudiodentistico@gmail.com,,Roma,Ho cercato dentisti a Roma — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Dentistico PESS srl Roma per IMI-EDN,roma@excellencedentalnetwork.com,,Roma,Studio Dentistico PESS: 3-5 clienti al giorno persi senza sito,inviata
2026-05-24 13:53:05,Medical Dentist - Dentista Roma,medicaldentistroma@gmail.com,,Roma,Ho cercato dentisti a Roma — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Dentistico Delfino Anzisi,studiodelfinoanzisi@gmail.com,,Roma,Ho cercato dentisti a Roma — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio dentistico Catanzano - Odontoiatria di,info.drcatanzano@yahoo.it,,Napoli,Ho cercato Studio dentistico Catanzano - Odontoiatria di a Napoli — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Dott. Armando Coppola - Dentista a Napoli,studioarmandocoppola@gmail.com,,Napoli,Ho cercato dentisti a Napoli — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Lenci Dr. Federico Studio Dentistico,studiof.lenci@gmail.com,,Napoli,Ho cercato dentisti a Napoli — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Centro dentistico Santa Chiara Bologna,infobologna@centrodentisticosantachiara.it,,Bologna,Ho cercato dentisti a Bologna — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Bolognadent Bologna Studio Dentistico privato,bolognadent@gmail.com,,Bologna,Ho cercato dentisti a Bologna — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Iperdent Bologna - Dentista,bologna@iperdent.it,,Bologna,Ho cercato  a Bologna — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Centri Dentistici Tomaselli - Bologna,infobologna@centridentisticitomaselli.it,,Bologna,Ho cercato dentisti a Bologna — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Dott.ssa Veronica Dominici Odontoiatra - Dent,dominici.veronica@gmail.com,,Bologna,Ho cercato odontoiatri a Bologna — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Dentistico PESS srl Firenze per IMI-ED,firenze@excellencedentalnetwork.com,,Firenze,Ho cercato dentisti a Firenze — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Nuti Studio Dentistico,nutistudiodentisticom@gmail.com,,Firenze,Ho cercato dentisti a Firenze — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Oral Institute | Studio dentistico Firenze,firenze@oralinstitute.it,,Firenze,Ho cercato dentisti a Firenze — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Odontoiatrico D'Arienzo,studiodarienzofi@gmail.com,,Firenze,Ho cercato dentisti a Firenze — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Odontoiatrico Riggio de Angelis,studio@dentisti-riggio-de-angelis.it,,Firenze,Ho cercato dentisti a Firenze — non ho trovato il vostro sito,inviata
2026-05-24 13:53:05,Studio Odontoiatrico M.Basile D.Gragnani,studiobasilegragnani@gmail.com,,Firenze,Ho cercato odontoiatri a Firenze — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Studio Dentistico Fazi Colangelo,studiofazi@gmail.com,,Firenze,Ho cercato dentisti a Firenze — ecco cosa ho trovato,inviata
2026-05-24 13:53:05,Co3 Medical Dental & Family care,amministrazione@co3medical.it,,Firenze,Ho cercato dentisti a Firenze — ecco cosa ho trovato,inviata
