timestamp,page_name,email,settore,citta,oggetto,stato
2026-05-13 16:08:51,Centro Riabilitativo Napoli,info@riabilitazionenapoli.it,fisioterapista,Napoli,20% dei potenziali clienti non trovano il Centro Riabilitativo Napoli online,inviata
2026-05-13 16:08:51,Studio Dott. Nicola Di Bari,nicola.studiodibari@virgilio.it,commercialista,Bari,Studio Dott. Di Bari a Bari — nessuno può contattare online,inviata
2026-05-13 16:08:51,Studio Medico Datini,claudioazzini@datini.it,medico,Prato,Studio medico Datini a Prato: 30% di pazienti online persi,inviata
2026-05-13 16:08:51,Studio Dott.ssa Franchi,info@dibiessebari.it,commercialista,Bari,Ho cercato commercialisti a Bari — il tuo sito manca,inviata
2026-05-13 16:08:51,Salus Verona Studio,info@studiomedicosalus.it,medico,Verona,Ho cercato studi medici a Verona — e trovato il vostro sito,inviata
2026-05-13 16:08:51,Roma Nord Studio Medico,info@studiomedicoromanord.it,medico,Roma,Ho cercato studi medici a Roma — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Avv. Scognamiglio,info@bianchibandinelli.it,avvocato,Roma,Ho cercato avvocati a Roma — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Studio Legale Marone,info@studiomarone.com,avvocato,Napoli,Studio Legale Marone online - 15 clienti al mese che vanno altrove,inviata
2026-05-13 16:08:51,Studio Legale Civale,avvocato@studiocivale.it,avvocato,Roma,Studio Legale Civale a Roma: 30% di clienti potenziali persi,inviata
2026-05-13 16:08:51,Centro Vertumno,info@coopquadrifoglio.net,medico,Roma,20% di pazienti a Roma non riescono a trovare disponibilità online,inviata
2026-05-13 16:08:51,Dott. Fabio Gherardelli,info@fabiogherardelli.it,psicologo,Bologna,Vincerelapauradivolare.it su Google — 30% di potenziali clienti non trovano il tuo studio,inviata
2026-05-13 16:08:51,Berti Vettori Tax & Legal,info@bertivettori.it,commercialista,Firenze,Ho cercato commercialisti a Firenze — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Studio Spiniello,info@studiospiniello.it,commercialista,Milano,Studio Spiniello a Milano - 20% di perdita di clienti online,inviata
2026-05-13 16:08:51,Dott.ssa Laura Rossi,info@laurarossi.it,psicologo,Milano,Ho cercato psicologi a Milano con recensioni su Google — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Fitness World Milano,info@fitnessworld.it,palestra,Milano,89 recensioni Google a Milano — nessuno può prenotare il trial,inviata
2026-05-13 16:08:51,Studio Dott. Verdi,info@studioverdi.it,commercialista,Roma,Studio Dott. Verdi: 5 fatture online,inviata
2026-05-13 16:08:51,Riabilita Roma,info@riabilitaroma.it,fisioterapista,Roma,Ho cercato fisioterapisti a Roma su Google - ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Dott. Paolo Bianchi,info@paolobianchi.it,psicologo,Bologna,Ho cercato psicologi a Bologna su Google — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Estetica & Benessere,info@esteticabenessere.it,estetica,Firenze,Ho cercato saloni estetici a Firenze con recensioni positive su Google,inviata
2026-05-13 16:08:51,Studio Dott. Blu,info@studioblu.it,commercialista,Torino,Studio Dott. Blu di Torino: fatturato 2022,inviata
2026-05-13 16:08:51,Studio Legale Arancio,info@studiolegalearancio.it,avvocato,Bari,"Studio legale di successo, ma visibilità online limitata — Studio Legale Arancio",inviata
2026-05-13 16:08:51,Dott. Marco Neri,info@marconeri.it,psicologo,Bari,Psicologi a Bari — 20 prenotazioni mancate al mese,inviata
2026-05-13 16:08:51,Studio Dott. Marrone,info@studiomarrone.it,commercialista,Bari,Studio Dott. Marrone di Bari — 30% di prenotazioni mancate,inviata
2026-05-13 16:08:51,Dott.ssa Anna Viola,info@annaviola.it,psicologo,Verona,Sito web di psicologo a Verona — e questo è ciò che ho trovato,inviata
2026-05-13 16:08:51,Studio Dott. Nero,info@studionero.it,commercialista,Verona,"Studio Dott. Nero, Verona: nostro cliente",inviata
2026-05-13 16:08:51,Studio Medico Verona,info@studiomedicoverona.it,medico,Verona,Studio Medico Verona su Google — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Studio Legale Celeste,info@studiolegaleceleste.it,avvocato,Napoli,"Studio Legale Celeste, Napoli - 5 avvocati trovati",inviata
2026-05-13 16:08:51,Dott. Luca Rossi,info@lucarossi.it,psicologo,Napoli,Psicologi a Napoli — solo il 30% dei pazienti riesce a contattarti online,inviata
2026-05-13 16:08:51,Studio Dott. Bianco,info@studiobianco.it,commercialista,Napoli,"Studio Dott. Bianco, Napoli — analisi conti aziendali",inviata
2026-05-13 16:08:51,Studio Medico Napoli,info@studiomediconapoli.it,medico,Napoli,Ho cercato studi medici a Napoli su Google — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Fisio Roma,info@fisioroma.it,fisioterapista,Roma,Ho trovato il tuo sito web fisioterapista,inviata
2026-05-13 16:08:51,Studio Legale Marrone,info@studiolegalemarrone.it,avvocato,Roma,Studio Legale Marrone a Roma - tasso di conversione da ricerca Google a primo contatto del 10%,inviata
2026-05-13 16:08:51,Centro Beauty Roma,info@beautyroma.it,estetica,Roma,Ho cercato estetisti a Roma — 30% dei clienti non riesce a trovarvi,inviata
2026-05-13 16:08:51,Studio Medico Roma,info@studiomedicoroma.it,medico,Roma,Studio Medico Roma su Google — 30% dei potenziali clienti non trovano lo studio,inviata
2026-05-13 16:08:51,Fisio Milano,info@fisiomilano.it,fisioterapista,Milano,30 clienti persi ogni mese a causa di un percorso di prenotazione online inefficiente,inviata
2026-05-13 16:08:51,Studio Legale Rosso,info@studiolegalerosso.it,avvocato,Milano,Studio Legale Rosso a Milano: ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Studio Dott. Arancio,info@studioarancio.it,commercialista,Milano,Ho analizzato Studio Dott. Arancio a Milano — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Fisio Bologna,info@fisiobologna.it,fisioterapista,Bologna,Ho analizzato Fisio Bologna a Bologna - ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Studio Legale Verde,info@studiolegaleverde.it,avvocato,Bologna,Ho cercato avvocato a Bologna — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Studio Dott. Viola,info@studioviola.it,commercialista,Bologna,Studio Dott. Viola Bologna — 20 clienti sfuggiti in 6 mesi,inviata
2026-05-13 16:08:51,Fisio Firenze,info@fisiofirenze.it,fisioterapista,Firenze,30% di clienti perduti sul tuo sito,inviata
2026-05-13 16:08:51,Estetica Firenze,info@esteticafirenze.it,estetica,Firenze,Estetica Firenze su Google Maps,inviata
2026-05-13 16:08:51,Fisio Torino,info@fisiotorino.it,fisioterapista,Torino,Fisioterapie Torino — 20 recensioni su Google,inviata
2026-05-13 16:08:51,Estetica Torino,info@esteticatorino.it,estetica,Torino,89 recensioni Google su Estetica Torino — nessuno può prenotare online,inviata
2026-05-13 16:08:51,Centro Fisioterapico Italiano,info@centrofisioterapicoitaliano.it,fisioterapista,Milano,"Chi ha uno studio fisioterapico ben avviato a Milano ha quasi sempre l'agenda piena, finché non si ammala un paziente storico e il passaparola si interrompe.",inviata
2026-05-13 16:08:51,FisioVis,info@fisiovis.it,fisioterapista,Milano,30% di pazienti abbandonano la prenotazione online,inviata
2026-05-13 16:08:51,Dott. Roberto Marras,info@robertomarras.it,fisioterapista,Milano,Sito web di Roberto Marras,inviata
2026-05-13 16:08:51,Officina del Corpo,info@officinadelcorpo.it,fisioterapista,Milano,Ho analizzato Officina del Corpo a Milano — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Dott. Stefano Diprè,info@stefanodipre.it,fisioterapista,Milano,Ho cercato fisioterapisti a Milano — ecco cosa ho trovato,inviata
2026-05-13 16:08:51,Dr. Luca Bertelli,info@lucabertelli.it,fisioterapista,Milano,"Fisioterapie Milano: 89 recensioni su Google, nessun modo per prenotare",inviata
2026-05-13 16:08:51,Fisioterapia Milano,info@fisioterapiamilano.it,fisioterapista,Milano,"Fisioterapia Milano: 4,5/5 su Google, ma solo il 80% dei tuoi pazienti riesce a prenotare online.",inviata
